recipe_name,rating,url
Pan-Seared Steak Pizzaiola ,3.125,https://www.epicurious.com/recipes/food/views/pan-seared-steak-pizzaiola
"Linguine with Uncooked Tomato, Arugula, and Olive Sauce ",4.375,https://www.epicurious.com/recipes/food/views/linguine-with-uncooked-tomato-arugula-and-olive-sauce
Shiitake Frittata Squares with Prosciutto ,4.375,https://www.epicurious.com/recipes/food/views/shiitake-frittata-squares-with-prosciutto
White Bean and Pasta Soup ,3.75,https://www.epicurious.com/recipes/food/views/white-bean-and-pasta-soup
"Shrimp, Scallop, and Cod Lasagne ",3.75,https://www.epicurious.com/recipes/food/views/shrimp-scallop-and-cod-lasagne
Glazed Chestnuts with Haricots Verts ,3.75,https://www.epicurious.com/recipes/food/views/glazed-chestnuts-with-haricots-verts
Irish Soda Bread with Raisins ,5.0,https://www.epicurious.com/recipes/food/views/irish-soda-bread-with-raisins
Pan-Grilled Sausages with Apples and Onions ,4.375,https://www.epicurious.com/recipes/food/views/pan-grilled-sausages-with-apples-and-onions
"Cucumber, Ginger, and Sake Sangria ",4.375,https://www.epicurious.com/recipes/food/views/cucumber-ginger-and-sake-sangria
Celery Duo ,4.375,https://www.epicurious.com/recipes/food/views/celery-duo
Grilled Sausages with Figs and Mixed Greens ,4.375,https://www.epicurious.com/recipes/food/views/grilled-sausages-with-figs-and-mixed-greens
Southern Mac and Cheese ,3.125,https://www.epicurious.com/recipes/food/views/southern-mac-and-cheese
Sweet-and-Sour Tomato Chutney ,5.0,https://www.epicurious.com/recipes/food/views/sweet-and-sour-tomato-chutney
Salmon with Beurre Rouge and Smoked-Salmon-Stuffed Baked Potato ,4.375,https://www.epicurious.com/recipes/food/views/salmon-with-beurre-rouge-and-smoked-salmon-stuffed-baked-potato
Fresh Artichoke and White Bean Crostini ,3.75,https://www.epicurious.com/recipes/food/views/fresh-artichoke-and-white-bean-crostini
Hot Pepper Jelly ,4.375,https://www.epicurious.com/recipes/food/views/hot-pepper-jelly
Lamb and Shiitake Stew with Tomato-Chianti Sauce ,4.375,https://www.epicurious.com/recipes/food/views/lamb-and-shiitake-stew-with-tomato-chianti-sauce
Blueberry Muffins with Lemon Blackberry Glaze ,3.125,https://www.epicurious.com/recipes/food/views/blueberry-muffins-with-lemon-blackberry-glaze
Chocolate and Prune Marquise with Armagnac Crème Anglaise ,3.125,https://www.epicurious.com/recipes/food/views/chocolate-and-prune-marquise-with-armagnac-crme-anglaise
Chocolate-Honey Dome Cake with Chocolate-Honey Glaze ,3.75,https://www.epicurious.com/recipes/food/views/chocolate-honey-dome-cake-with-chocolate-honey-glaze
Rigatoni with Braised Lamb Ragù ,4.375,https://www.epicurious.com/recipes/food/views/rigatoni-with-braised-lamb-rag
Spice-Rubbed Duck Legs Braised with Green Olives and Carrots ,3.75,https://www.epicurious.com/recipes/food/views/spice-rubbed-duck-legs-braised-with-green-olives-and-carrots
Beef Satay ,4.375,https://www.epicurious.com/recipes/food/views/beef-satay
"Grilled Steak Sandwiches with Marinated Watercress, Onion, and Tomato Salad ",5.0,https://www.epicurious.com/recipes/food/views/grilled-steak-sandwiches-with-marinated-watercress-onion-and-tomato-salad
"Arugula, Endive, and Radicchio Salad with Mustard Vinaigrette ",1.875,https://www.epicurious.com/recipes/food/views/arugula-endive-and-radicchio-salad-with-mustard-vinaigrette
Baked Potato Wedges with Seasoned Salt ,4.375,https://www.epicurious.com/recipes/food/views/baked-potato-wedges-with-seasoned-salt
Grilled Lemongrass Beef and Noodle Salad ,5.0,https://www.epicurious.com/recipes/food/views/grilled-lemongrass-beef-and-noodle-salad
"Watercress, Celery, and Parsley Salad ",3.125,https://www.epicurious.com/recipes/food/views/watercress-celery-and-parsley-salad
Cold-Smoked Chicken with Baby Bok Choy and Cashew Salad ,4.375,https://www.epicurious.com/recipes/food/views/cold-smoked-chicken-with-baby-bok-choy-and-cashew-salad
"Chocolate, Cranberry and Ginger Trifle ",3.75,https://www.epicurious.com/recipes/food/views/chocolate-cranberry-and-ginger-trifle
"Apricot, Cornmeal, and Sage Cookies ",4.375,https://www.epicurious.com/recipes/food/views/apricot-cornmeal-and-sage-cookies
Scallop and Corn Pot Stickers ,4.375,https://www.epicurious.com/recipes/food/views/scallop-and-corn-pot-stickers
Cherries Simmered in Red Wine ,5.0,https://www.epicurious.com/recipes/food/views/cherries-simmered-in-red-wine
Vegetable Pot Pie with Wine Sauce and Polenta Crust ,3.75,https://www.epicurious.com/recipes/food/views/vegetable-pot-pie-with-wine-sauce-and-polenta-crust
Semolina and Spinach Gratin ,3.75,https://www.epicurious.com/recipes/food/views/semolina-and-spinach-gratin
Cold Tomato-Thyme Soup with Grilled Garlic Croutons ,5.0,https://www.epicurious.com/recipes/food/views/cold-tomato-thyme-soup-with-grilled-garlic-croutons
Yogurt-Feta Dip ,3.125,https://www.epicurious.com/recipes/food/views/yogurt-feta-dip
Irish Currant and Raisin Cake ,4.375,https://www.epicurious.com/recipes/food/views/irish-currant-and-raisin-cake
Sautéed Greens with Toasted Walnuts ,5.0,https://www.epicurious.com/recipes/food/views/sauted-greens-with-toasted-walnuts
Thai-Style Chicken and Rice Soup ,4.375,https://www.epicurious.com/recipes/food/views/thai-style-chicken-and-rice-soup
Curried Potatoes and Onions ,3.75,https://www.epicurious.com/recipes/food/views/curried-potatoes-and-onions
My Chicken Broth-Braised Baby Turnips ,2.5,https://www.epicurious.com/recipes/food/views/my-chicken-broth-braised-baby-turnips
Cucumber Goat Cheese Spread ,3.75,https://www.epicurious.com/recipes/food/views/cucumber-goat-cheese-spread
White Chocolate Mousse ,3.75,https://www.epicurious.com/recipes/food/views/white-chocolate-mousse
Romesco Sauce ,5.0,https://www.epicurious.com/recipes/food/views/romesco-sauce
Beer-Braised Brisket ,5.0,https://www.epicurious.com/recipes/food/views/beer-braised-brisket
Cilantro Chutney ,2.5,https://www.epicurious.com/recipes/food/views/cilantro-chutney
Anchovy Mayonnaise ,3.125,https://www.epicurious.com/recipes/food/views/anchovy-mayonnaise
Dandelion Salad with Lardons and Goat Cheese Phyllo Blossoms ,4.375,https://www.epicurious.com/recipes/food/views/dandelion-salad-with-lardons-and-goat-cheese-phyllo-blossoms
Turkey and Black Bean Salsa Tortilla Rolls ,3.75,https://www.epicurious.com/recipes/food/views/turkey-and-black-bean-salsa-tortilla-rolls
Gochujang Gazpacho ,4.375,https://www.epicurious.com/recipes/food/views/gochujang-gazpacho
Crispy Potato Galette ,3.75,https://www.epicurious.com/recipes/food/views/crispy-potato-galette
Thyme-Roasted Sweet Onions with Tomatoes and Garlic ,2.5,https://www.epicurious.com/recipes/food/views/thyme-roasted-sweet-onions-with-tomatoes-and-garlic
"Mediterranean Supper Omelet with Fennel, Olives, and Dill ",4.375,https://www.epicurious.com/recipes/food/views/mediterranean-supper-omelet-with-fennel-olives-and-dill
"Chicken-Walnut Salad with Potato Salad, Tomatoes, and Kalamata Olives ",4.375,https://www.epicurious.com/recipes/food/views/chicken-walnut-salad-with-potato-salad-tomatoes-and-kalamata-olives
Skirt Steak with Cilantro Garlic Sauce ,4.375,https://www.epicurious.com/recipes/food/views/skirt-steak-with-cilantro-garlic-sauce
Almond Praline Semifreddo with Grappa-Poached Apricots ,5.0,https://www.epicurious.com/recipes/food/views/almond-praline-semifreddo-with-grappa-poached-apricots
Sliced Tomatoes and Mozzarella with Three-Herb Pesto ,4.375,https://www.epicurious.com/recipes/food/views/sliced-tomatoes-and-mozzarella-with-three-herb-pesto
Apple Upside-Down Biscuit Cake ,4.375,https://www.epicurious.com/recipes/food/views/apple-upside-down-biscuit-cake
Mushroom And Leek Sauté ,4.375,https://www.epicurious.com/recipes/food/views/mushroom-and-leek-saut
"Granny Smith, Ginger, and Basil Granita ",4.375,https://www.epicurious.com/recipes/food/views/granny-smith-ginger-and-basil-granita
Weeknight Red Curry ,3.75,https://www.epicurious.com/recipes/food/views/weeknight-red-curry
Cioppino Seafood Stew With Gremolata Toasts ,5.0,https://www.epicurious.com/recipes/food/views/cioppino-seafood-stew-with-gremolata-toasts
Hungarian Porcini-Potato Latkes ,3.75,https://www.epicurious.com/recipes/food/views/hungarian-porcini-potato-latkes
"Creamy Fettuccine with Prosciutto, Asparagus, Mushrooms, and Peas ",4.375,https://www.epicurious.com/recipes/food/views/creamy-fettuccine-with-prosciutto-asparagus-mushrooms-and-peas
Snap Bean and Radish Crudites with Caesar Mayonnaise ,4.375,https://www.epicurious.com/recipes/food/views/snap-bean-and-radish-crudites-with-caesar-mayonnaise
Five-Spice Sweet Potato Purée ,3.75,https://www.epicurious.com/recipes/food/views/five-spice-sweet-potato-pure
Fusilli with Porcini Puttanesca Sauce ,3.75,https://www.epicurious.com/recipes/food/views/fusilli-with-porcini-puttanesca-sauce
Caramelized-Onion Tartlets ,4.375,https://www.epicurious.com/recipes/food/views/caramelized-onion-tartlets
Roast Duck with Prunes and Wine-Braised Cabbage ,4.375,https://www.epicurious.com/recipes/food/views/roast-duck-with-prunes-and-wine-braised-cabbage
Basic Tomato Sauce ,4.375,https://www.epicurious.com/recipes/food/views/basic-tomato-sauce
"Sausage with Sauerkraut, Apples, and Bok Choy ",3.75,https://www.epicurious.com/recipes/food/views/sausage-with-sauerkraut-apples-and-bok-choy
Sauteed Pasta with Lobster ,4.375,https://www.epicurious.com/recipes/food/views/sauteed-pasta-with-lobster
Green Beans with Shiitake Mushrooms ,4.375,https://www.epicurious.com/recipes/food/views/green-beans-with-shiitake-mushrooms
Rack of Lamb with Fresh Herbs and Garlic ,5.0,https://www.epicurious.com/recipes/food/views/rack-of-lamb-with-fresh-herbs-and-garlic
Herb- and Spice-Roasted Beef Tenderloin with Red Wine-Shallot Sauce ,4.375,https://www.epicurious.com/recipes/food/views/herb-and-spice-roasted-beef-tenderloin-with-red-wine-shallot-sauce
"Beet, Mint, and Goat Cheese Salad ",4.375,https://www.epicurious.com/recipes/food/views/beet-mint-and-goat-cheese-salad
Spinach-Bacon Roll-Ups ,4.375,https://www.epicurious.com/recipes/food/views/spinach-bacon-roll-ups
Peach and Blue Cheese Toasts ,5.0,https://www.epicurious.com/recipes/food/views/peach-and-blue-cheese-toasts
One-Step Lasagna with Sausage and Basil ,3.75,https://www.epicurious.com/recipes/food/views/one-step-lasagna-with-sausage-and-basil
Warm Lemon-Cumin Chicken on Pita Bread Salad ,3.75,https://www.epicurious.com/recipes/food/views/warm-lemon-cumin-chicken-on-pita-bread-salad
"Tomato, Garlic, and Potato Frittata ",3.75,https://www.epicurious.com/recipes/food/views/tomato-garlic-and-potato-frittata
Smoked Turkey and Stilton Sandwiches ,3.75,https://www.epicurious.com/recipes/food/views/smoked-turkey-and-stilton-sandwiches
Grilled Clams with Lemon-Ginger Butter and Grilled Baguette ,5.0,https://www.epicurious.com/recipes/food/views/grilled-clams-with-lemon-ginger-butter-and-grilled-baguette
Onion-and Olive-Stuffed Bell Peppers ,3.75,https://www.epicurious.com/recipes/food/views/onion-and-olive-stuffed-bell-peppers
Red Snapper with Warm Tomato Salad ,4.375,https://www.epicurious.com/recipes/food/views/red-snapper-with-warm-tomato-salad
Butter Lettuce and Radish Salad with Fresh Spring Herbs ,3.75,https://www.epicurious.com/recipes/food/views/butter-lettuce-and-radish-salad-with-fresh-spring-herbs
Balsamic Mixed Vegetable Roast ,3.75,https://www.epicurious.com/recipes/food/views/balsamic-mixed-vegetable-roast
Open-Face Lamb Burgers with Pistachio-Apricot Relish ,5.0,https://www.epicurious.com/recipes/food/views/open-face-lamb-burgers-with-pistachio-apricot-relish
"Leek, Red Onion, and Haricot Vert Salad with Veal Stock Vinaigrette ",3.75,https://www.epicurious.com/recipes/food/views/leek-red-onion-and-haricot-vert-salad-with-veal-stock-vinaigrette
Pan-Seared Polenta with Spicy Tomato-Basil Sauce ,4.375,https://www.epicurious.com/recipes/food/views/pan-seared-polenta-with-spicy-tomato-basil-sauce
Pecan-Crusted Salmon with Sorrel Sauce ,4.375,https://www.epicurious.com/recipes/food/views/pecan-crusted-salmon-with-sorrel-sauce
Vegetable Ragoût with Parmesan and Balsamic Vinegar ,2.5,https://www.epicurious.com/recipes/food/views/vegetable-ragot-with-parmesan-and-balsamic-vinegar
Buttermilk Panna Cotta with Rhubarb-Strawberry Jelly ,5.0,https://www.epicurious.com/recipes/food/views/buttermilk-panna-cotta-with-rhubarb-strawberry-jelly
"Onion, Bacon and Cream Pizza ",3.75,https://www.epicurious.com/recipes/food/views/onion-bacon-and-cream-pizza
Pork Stew with Apricots and Prunes ,4.375,https://www.epicurious.com/recipes/food/views/pork-stew-with-apricots-and-prunes
Moroccan-Style Vegetable Stew with Harissa Yogurt Sauce ,3.75,https://www.epicurious.com/recipes/food/views/moroccan-style-vegetable-stew-with-harissa-yogurt-sauce
Lemon-Blueberry Cake with White Chocolate Frosting ,4.375,https://www.epicurious.com/recipes/food/views/lemon-blueberry-cake-with-white-chocolate-frosting
Escarole and Mushroom Dressing ,5.0,https://www.epicurious.com/recipes/food/views/escarole-and-mushroom-dressing
Tex-Mex Roasted Lamb Ribs With Cheese Grits ,3.75,https://www.epicurious.com/recipes/food/views/tex-mex-roasted-lamb-ribs-with-cheese-grits
Baked Pork Chops with Parmesan-Sage Crust ,4.375,https://www.epicurious.com/recipes/food/views/baked-pork-chops-with-parmesan-sage-crust
Candied Nuts with Smoked Almonds ,4.375,https://www.epicurious.com/recipes/food/views/candied-nuts-with-smoked-almonds
"Rhubarb, Onion, and Raisin Chutney ",2.5,https://www.epicurious.com/recipes/food/views/rhubarb-onion-and-raisin-chutney
Green Beans with Warm Bacon Dressing ,3.125,https://www.epicurious.com/recipes/food/views/green-beans-with-warm-bacon-dressing
"Oven-Roasted Flounder with Bok Choy, Cilantro, and Lime ",3.75,https://www.epicurious.com/recipes/food/views/oven-roasted-flounder-with-bok-choy-cilantro-and-lime
Coconut-Rum Roulade ,3.75,https://www.epicurious.com/recipes/food/views/coconut-rum-roulade
Scottish Farmhouse Eggs ,3.75,https://www.epicurious.com/recipes/food/views/scottish-farmhouse-eggs
Braised Chicken in Sun-Dried Tomato Cream ,4.375,https://www.epicurious.com/recipes/food/views/braised-chicken-in-sun-dried-tomato-cream
Sweet–potato Chips with Lime Salt ,3.75,https://www.epicurious.com/recipes/food/views/sweetpotato-chips-with-lime-salt
Rustic Pear and Apple Tart ,3.75,https://www.epicurious.com/recipes/food/views/rustic-pear-and-apple-tart
Creamy Fennel and Potato Soup ,4.375,https://www.epicurious.com/recipes/food/views/creamy-fennel-and-potato-soup
Root Vegetable Purée ,4.375,https://www.epicurious.com/recipes/food/views/root-vegetable-pure
Pan Bagnat ,4.375,https://www.epicurious.com/recipes/food/views/pan-bagnat
Soup Doria ,5.0,https://www.epicurious.com/recipes/food/views/soup-doria
Mango Cheesecake ,4.375,https://www.epicurious.com/recipes/food/views/mango-cheesecake
Southwestern Grilled Beef Salad with Corn Salsa and Chipotle Dressing ,4.375,https://www.epicurious.com/recipes/food/views/southwestern-grilled-beef-salad-with-corn-salsa-and-chipotle-dressing
Glazed and Lacquered Roast Turkey ,5.0,https://www.epicurious.com/recipes/food/views/glazed-and-lacquered-roast-turkey
Kiwi Tart ,3.75,https://www.epicurious.com/recipes/food/views/kiwi-tart
Smashed Fingerlings with Jalapeños ,3.75,https://www.epicurious.com/recipes/food/views/smashed-fingerlings-with-jalapeos
Jollof Rice ,3.75,https://www.epicurious.com/recipes/food/views/jollof-rice
Buttermilk Spice Cake with Pear Compote and Crème Fraîche ,3.75,https://www.epicurious.com/recipes/food/views/buttermilk-spice-cake-with-pear-compote-and-crme-frache
Garlic-Lime Shrimp ,3.75,https://www.epicurious.com/recipes/food/views/garlic-lime-shrimp
Lettuce Wraps with Smoked Trout ,3.75,https://www.epicurious.com/recipes/food/views/lettuce-wraps-with-smoked-trout
Lebkuchen ,4.375,https://www.epicurious.com/recipes/food/views/lebkuchen
Asparagus with Morels and Tarragon ,4.375,https://www.epicurious.com/recipes/food/views/asparagus-with-morels-and-tarragon
Shrimp and Artichokes in Peppery Butter Sauce ,4.375,https://www.epicurious.com/recipes/food/views/shrimp-and-artichokes-in-peppery-butter-sauce
Sauteed Mushrooms with Smoked Ham ,4.375,https://www.epicurious.com/recipes/food/views/sauteed-mushrooms-with-smoked-ham
Green Onion Corn Bread ,3.75,https://www.epicurious.com/recipes/food/views/green-onion-corn-bread
Green Olive Tapenade ,4.375,https://www.epicurious.com/recipes/food/views/green-olive-tapenade
Green Beans with Maple-Pecan Butter ,3.75,https://www.epicurious.com/recipes/food/views/green-beans-with-maple-pecan-butter
Fusilli All'amatriciana ,3.75,https://www.epicurious.com/recipes/food/views/fusilli-allamatriciana
Braised Chicken with Garlic and White Wine ,3.75,https://www.epicurious.com/recipes/food/views/braised-chicken-with-garlic-and-white-wine
Beef and Broccoli Stir-Fry ,4.375,https://www.epicurious.com/recipes/food/views/beef-and-broccoli-stir-fry
Spiced Cranberry Rum Tea ,3.75,https://www.epicurious.com/recipes/food/views/spiced-cranberry-rum-tea
Smoked Fish Trio ,5.0,https://www.epicurious.com/recipes/food/views/smoked-fish-trio
Cold Pea Soup With Herbed Oil Swirl ,5.0,https://www.epicurious.com/recipes/food/views/cold-pea-soup-with-herbed-oil-swirl
Rigatoni with Spicy Sun-Dried Tomato Sauce ,4.375,https://www.epicurious.com/recipes/food/views/rigatoni-with-spicy-sun-dried-tomato-sauce
Orange Currant Noodle Kugel ,4.375,https://www.epicurious.com/recipes/food/views/orange-currant-noodle-kugel
Chicken with Red Bell Peppers ,3.75,https://www.epicurious.com/recipes/food/views/chicken-with-red-bell-peppers
Roasted Organic Chicken with Moroccan Spices ,5.0,https://www.epicurious.com/recipes/food/views/roasted-organic-chicken-with-moroccan-spices
Coconut Marshmallows ,4.375,https://www.epicurious.com/recipes/food/views/coconut-marshmallows
Monte Cristo Sandwiches ,3.75,https://www.epicurious.com/recipes/food/views/monte-cristo-sandwiches
Orange Currant Scones ,4.375,https://www.epicurious.com/recipes/food/views/orange-currant-scones
Smoky Greens and Beans ,4.375,https://www.epicurious.com/recipes/food/views/smoky-greens-and-beans
Blackberry Lime Margaritas ,5.0,https://www.epicurious.com/recipes/food/views/blackberry-lime-margaritas
Hainanese Chicken Rice ,4.375,https://www.epicurious.com/recipes/food/views/hainanese-chicken-rice
"Veal Chops with Lemon, Olives, Roasted Tomatoes, and Caper Berries ",3.125,https://www.epicurious.com/recipes/food/views/veal-chops-with-lemon-olives-roasted-tomatoes-and-caper-berries
Lobster and Shrimp Bisque ,4.375,https://www.epicurious.com/recipes/food/views/lobster-and-shrimp-bisque
Superb English Plum Pudding ,4.375,https://www.epicurious.com/recipes/food/views/superb-english-plum-pudding
Minted Simple Syrup ,4.375,https://www.epicurious.com/recipes/food/views/minted-simple-syrup
Spiced Beef Corn Bread Cobbler ,3.75,https://www.epicurious.com/recipes/food/views/spiced-beef-corn-bread-cobbler
Sauerbraten ,4.375,https://www.epicurious.com/recipes/food/views/sauerbraten
Coriander and Mustard Seed Chicken ,3.125,https://www.epicurious.com/recipes/food/views/coriander-and-mustard-seed-chicken
Egg Noodles with Peas and Mushrooms ,3.125,https://www.epicurious.com/recipes/food/views/egg-noodles-with-peas-and-mushrooms
Cranberry-Kumquat Sauce ,5.0,https://www.epicurious.com/recipes/food/views/cranberry-kumquat-sauce
Apricot and Pistachio Baked Rice ,3.75,https://www.epicurious.com/recipes/food/views/apricot-and-pistachio-baked-rice
Pork Tenderloin with Balsamic-Cranberry Sauce ,4.375,https://www.epicurious.com/recipes/food/views/pork-tenderloin-with-balsamic-cranberry-sauce
Velvety Chilled Corn Soup ,3.75,https://www.epicurious.com/recipes/food/views/velvety-chilled-corn-soup
Spiced Roast Chicken Breast ,4.375,https://www.epicurious.com/recipes/food/views/spiced-roast-chicken-breast
Cranberry-Orange Drop Cookies ,3.75,https://www.epicurious.com/recipes/food/views/cranberry-orange-drop-cookies
Brussels Sprouts with Marjoram and Pine Nuts ,4.375,https://www.epicurious.com/recipes/food/views/brussels-sprouts-with-marjoram-and-pine-nuts
Calvados Applesauce ,4.375,https://www.epicurious.com/recipes/food/views/calvados-applesauce
Caramelized Onion and Sour Cream Spread ,3.75,https://www.epicurious.com/recipes/food/views/caramelized-onion-and-sour-cream-spread
Turkey Burritos with Salsa and Cilantro ,4.375,https://www.epicurious.com/recipes/food/views/turkey-burritos-with-salsa-and-cilantro
Orange Crème Caramels ,3.75,https://www.epicurious.com/recipes/food/views/orange-crme-caramels
"Haricots Verts, Roasted Fennel, and Shallots ",4.375,https://www.epicurious.com/recipes/food/views/haricots-verts-roasted-fennel-and-shallots
Pickled Shrimp ,3.125,https://www.epicurious.com/recipes/food/views/pickled-shrimp
Avgolemono ,4.375,https://www.epicurious.com/recipes/food/views/avgolemono
"Fettuccine with Asparagus, Morels, and Tarragon ",3.75,https://www.epicurious.com/recipes/food/views/fettuccine-with-asparagus-morels-and-tarragon
"Cashew Chard ""Burritos"" ",4.375,https://www.epicurious.com/recipes/food/views/cashew-chard-burritos
Baked Sea Bass in Herbed Salt Crust ,3.75,https://www.epicurious.com/recipes/food/views/baked-sea-bass-in-herbed-salt-crust
Slow-Cooker Beef and Two-Bean Chili ,1.25,https://www.epicurious.com/recipes/food/views/slow-cooker-beef-and-two-bean-chili
"Eggplant Manicotti with Ricotta, Asiago, and Spinach Filling ",4.375,https://www.epicurious.com/recipes/food/views/eggplant-manicotti-with-ricotta-asiago-and-spinach-filling
Whole Branzino Roasted in Salt ,5.0,https://www.epicurious.com/recipes/food/views/whole-branzino-roasted-in-salt
Pasta Jambalaya ,3.75,https://www.epicurious.com/recipes/food/views/pasta-jambalaya
"Roasted Shitake, Portobello, and Crimini Mushrooms ",3.75,https://www.epicurious.com/recipes/food/views/roasted-shitake-portobello-and-crimini-mushrooms
Indian Baked Rice ,4.375,https://www.epicurious.com/recipes/food/views/indian-baked-rice
Individual Goat Cheese and Rosemary Bread Puddings ,4.375,https://www.epicurious.com/recipes/food/views/individual-goat-cheese-and-rosemary-bread-puddings
Braised Short Ribs with Red Wine Gravy ,3.75,https://www.epicurious.com/recipes/food/views/braised-short-ribs-with-red-wine-gravy
Linguine with Carrot Ribbons and Lemon-Ginger Butter ,3.75,https://www.epicurious.com/recipes/food/views/linguine-with-carrot-ribbons-and-lemon-ginger-butter
Warm Peach Shortcakes with Bourbon-Brown Sugar Cream ,4.375,https://www.epicurious.com/recipes/food/views/warm-peach-shortcakes-with-bourbon-brown-sugar-cream
Braised Lamb Shanks on Soft Polenta with Bay Leaves ,4.375,https://www.epicurious.com/recipes/food/views/braised-lamb-shanks-on-soft-polenta-with-bay-leaves
Mixed Herb Pesto ,5.0,https://www.epicurious.com/recipes/food/views/mixed-herb-pesto
Tuna Sates with Wasabi Mayonnaise ,4.375,https://www.epicurious.com/recipes/food/views/tuna-sates-with-wasabi-mayonnaise
To Roast Fresh Chestnuts ,3.75,https://www.epicurious.com/recipes/food/views/to-roast-fresh-chestnuts
Reuben Salad ,3.75,https://www.epicurious.com/recipes/food/views/reuben-salad
Rack of Lamb and Roasted Cabbage with Cauliflower and Date Purees ,5.0,https://www.epicurious.com/recipes/food/views/rack-of-lamb-and-roasted-cabbage-with-cauliflower-and-date-purees
Wilted Cabbage with Carrots and Bacon ,3.75,https://www.epicurious.com/recipes/food/views/wilted-cabbage-with-carrots-and-bacon
Homemade Herbed Paneer Cheese ,5.0,https://www.epicurious.com/recipes/food/views/homemade-herbed-paneer-cheese
"Red Onion, Apple, and Raisin Chutney ",3.75,https://www.epicurious.com/recipes/food/views/red-onion-apple-and-raisin-chutney
Coconut Sauce ,4.375,https://www.epicurious.com/recipes/food/views/coconut-sauce
Ouzo-Marinated Melon with Prosciutto ,1.25,https://www.epicurious.com/recipes/food/views/ouzo-marinated-melon-with-prosciutto
Spicy Garlic Potatoes and Zucchini ,3.75,https://www.epicurious.com/recipes/food/views/spicy-garlic-potatoes-and-zucchini
Clam and Oyster Chowder ,5.0,https://www.epicurious.com/recipes/food/views/clam-and-oyster-chowder
Moroccan Vegetable Salad ,5.0,https://www.epicurious.com/recipes/food/views/moroccan-vegetable-salad
Best Friends Forever Brownies ,5.0,https://www.epicurious.com/recipes/food/views/best-friends-forever-brownies
Caramelized Pineapple with Brown Sugar-Ginger Ice Cream ,5.0,https://www.epicurious.com/recipes/food/views/caramelized-pineapple-with-brown-sugar-ginger-ice-cream
Cod with Chorizo and Breadcrumbs ,5.0,https://www.epicurious.com/recipes/food/views/cod-with-chorizo-and-breadcrumbs
Big Green Salad ,4.375,https://www.epicurious.com/recipes/food/views/big-green-salad
Asian Barbecue Sauce ,5.0,https://www.epicurious.com/recipes/food/views/asian-barbecue-sauce
Herb and Cheese Poppers ,4.375,https://www.epicurious.com/recipes/food/views/herb-and-cheese-poppers
Korean Barbecued Beef ,4.375,https://www.epicurious.com/recipes/food/views/korean-barbecued-beef
"Cheddar, Onion, and Red Bell Pepper Souffléd Omelet ",3.125,https://www.epicurious.com/recipes/food/views/cheddar-onion-and-red-bell-pepper-souffld-omelet
"Chicken with Ham, Fennel and Orange ",2.5,https://www.epicurious.com/recipes/food/views/chicken-with-ham-fennel-and-orange
Lobster and Shrimp Cioppino ,4.375,https://www.epicurious.com/recipes/food/views/lobster-and-shrimp-cioppino
Avocado Salsa ,5.0,https://www.epicurious.com/recipes/food/views/avocado-salsa
Pumpkin Spice Bundt Cake with Buttermilk Icing ,4.375,https://www.epicurious.com/recipes/food/views/pumpkin-spice-bundt-cake-with-buttermilk-icing
Apple Crostata with Cheddar Cheese ,4.375,https://www.epicurious.com/recipes/food/views/apple-crostata-with-cheddar-cheese
Fig and Sesame Tart with Cardamom Orange Cream ,3.75,https://www.epicurious.com/recipes/food/views/fig-and-sesame-tart-with-cardamom-orange-cream
Black Cod with Lime and Coconut ,3.75,https://www.epicurious.com/recipes/food/views/black-cod-with-lime-and-coconut
Salmon and Spinach Terrine with Cucumber-Dill Sauce ,4.375,https://www.epicurious.com/recipes/food/views/salmon-and-spinach-terrine-with-cucumber-dill-sauce
Aji Sauce ,4.375,https://www.epicurious.com/recipes/food/views/aji-sauce
Butternut Squash with Tangerine and Sage Glaze ,3.75,https://www.epicurious.com/recipes/food/views/butternut-squash-with-tangerine-and-sage-glaze
"Chicken with Endive, Radicchio and Balsamic Vinegar Glaze ",4.375,https://www.epicurious.com/recipes/food/views/chicken-with-endive-radicchio-and-balsamic-vinegar-glaze
Chicken Salad with Couscous ,3.75,https://www.epicurious.com/recipes/food/views/chicken-salad-with-couscous
New England Molasses Gingerbread Cookies ,3.75,https://www.epicurious.com/recipes/food/views/new-england-molasses-gingerbread-cookies
Pizza Dough ,4.375,https://www.epicurious.com/recipes/food/views/pizza-dough
"Pizza with Leeks, Tomato and Goat Cheese ",3.75,https://www.epicurious.com/recipes/food/views/pizza-with-leeks-tomato-and-goat-cheese
To Prepare a Water Bath for Baking ,5.0,https://www.epicurious.com/recipes/food/views/to-prepare-a-water-bath-for-baking
Lamb in Spiced Yogurt Sauce with Rice and Bread ,4.375,https://www.epicurious.com/recipes/food/views/lamb-in-spiced-yogurt-sauce-with-rice-and-bread
Caramel-Pistachio Torte with Halvah and Dark Chocolate ,5.0,https://www.epicurious.com/recipes/food/views/caramel-pistachio-torte-with-halvah-and-dark-chocolate
Mustardy Kale with Bacon ,4.375,https://www.epicurious.com/recipes/food/views/mustardy-kale-with-bacon
Micro-Quick Hot-Sweet Salad of Broccoli Raab and Carrots ,3.75,https://www.epicurious.com/recipes/food/views/micro-quick-hot-sweet-salad-of-broccoli-raab-and-carrots
Rintaro's Beef Curry ,4.375,https://www.epicurious.com/recipes/food/views/rintaros-beef-curry
"White Bean, Potato, and Arugula Soup ",3.75,https://www.epicurious.com/recipes/food/views/white-bean-potato-and-arugula-soup
